"Module","BackendModule","Entity","FeatureAction","ActionKind","HttpMethod","BackendRoute","RequiredPermission","PermissionReference","UICoverageStatus","UIRouteOrPath","GapSeverity","BackendSource"
"Task management","TaskManagement","Dashboard","Dashboard","Report/Dashboard","GET","""/api/v1/taskmanagement/dashboard"", async (string? scope, Guid? departmentId, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Dashboard/GetTaskDashboardEndpoint.cs"
"Task management","TaskManagement","GenerateRecurringTasks","GenerateRecurringTasks","Workflow","POST","""/api/v1/taskmanagement/tasks/generate-recurring"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","In-page action reachable","/TaskManagement/Dashboard","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GenerateRecurringTasks/GenerateRecurringTasksEndpoint.cs"
"Task management","TaskManagement","GetMyTasks","GetMyTasks","Workflow","GET","""/api/v1/taskmanagement/tasks/my"", async (int PageIndex, int PageSize, string? searchText, ISender sender, IHttpContextAccessor accessor) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetMyTasks/GetMyTasksEndpoint.cs"
"Task management","TaskManagement","GetTaskById","GetTaskById","Workflow","GET","""/api/v1/taskmanagement/tasks/{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetTaskById/GetTaskByIdEndpoint.cs"
"Task management","TaskManagement","MarkOverdueTasks","MarkOverdueTasks","Workflow","POST","""/api/v1/taskmanagement/tasks/mark-overdue"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","In-page action reachable","/TaskManagement/Dashboard","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/MarkOverdueTasks/MarkOverdueTasksEndpoint.cs"
"Task management","TaskManagement","Notifications","Notifications","Workflow","GET","""/api/v1/taskmanagement/notifications"", async (bool? unreadOnly, int? PageIndex, int? PageSize, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs"
"Task management","TaskManagement","Notifications","Notifications","Workflow","PUT","""/api/v1/taskmanagement/notifications/read-all"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs"
"Task management","TaskManagement","Notifications","Notifications","Workflow","PUT","""/api/v1/taskmanagement/notifications/{id:guid}/read"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs"
"Task management","TaskManagement","Notifications","Notifications","Workflow","GET","""/api/v1/taskmanagement/notifications/unread-count"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs"
"Task management","TaskManagement","ProcessTaskReminders","ProcessTaskReminders","Workflow","POST","""/api/v1/taskmanagement/tasks/process-reminders"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","In-page action reachable","/TaskManagement/Dashboard","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ProcessTaskReminders/ProcessTaskRemindersEndpoint.cs"
"Task management","TaskManagement","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/department-performance"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","In-page action reachable","/TaskManagement/Reports","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs"
"Task management","TaskManagement","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/employee-productivity"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","In-page action reachable","/TaskManagement/Reports","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs"
"Task management","TaskManagement","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/summary"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","In-page action reachable","/TaskManagement/Reports","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs"
"Task management","TaskManagement","TaskActions","TaskActions","Workflow","DELETE","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}"", async (Guid taskId, Guid actionId, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs"
"Task management","TaskManagement","TaskActions","TaskActions","Workflow","POST","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions"", async (Guid taskId, CreateTaskActionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs"
"Task management","TaskManagement","TaskActions","TaskActions","Workflow","PUT","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}"", async (Guid taskId, Guid actionId, UpdateTaskActionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs"
"Task management","TaskManagement","TaskActions","TaskActions","Workflow","PUT","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}/completion"", async (Guid taskId, Guid actionId, ToggleTaskActionCompletionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs"
"Task management","TaskManagement","UpdateTask","UpdateTask","Workflow","PUT","""/api/v1/taskmanagement/tasks"", async (UpdateTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Edit","TaskManagementPermissions.Edit","In-page action reachable","/TaskManagement/Edit/{Id:guid}","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UpdateTask/UpdateTaskEndpoint.cs"
"Task management","TaskManagement","UpdateTaskProgress","UpdateTaskProgress","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/progress"", async (Guid id, UpdateTaskProgressRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","In-page action reachable","/TaskManagement/View/{Id:guid}","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UpdateTaskProgress/UpdateTaskProgressEndpoint.cs"
"Task management","TaskManagement","UploadTaskAttachment","UploadTaskAttachment","Workflow","POST","""/api/v1/taskmanagement/tasks/{id:guid}/attachments"", async (Guid id, IFormFile file, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","In-page action reachable","/TaskManagement/View/{Id:guid}","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UploadTaskAttachment/UploadTaskAttachmentEndpoint.cs"
"Auth and security","Auth","Authentication","ChangePassword","Workflow","POST","""/api/v1/auth/change-password"", async (ChangePasswordRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/ChangePassword/ChangePasswordEndPoint.cs"
"Auth and security","Auth","Authentication","ConfirmOTP","Workflow","POST","""/api/v1/auth/confirm-otp"", async (ConfirmOTPRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/ConfirmOTP/ConfirmOTPEndPoint.cs"
"Auth and security","Auth","Authentication","GenerateResetPasswordOTP","Workflow","POST","""/api/v1/catalog/auth/reset-password-phone"", async (GenerateResetPasswordOTPRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/GenerateResetPasswordOTP/GenerateResetPasswordOTPEndPoint.cs"
"Auth and security","Auth","Authentication","GenerateResetPasswordOTP","Workflow","POST","""/api/v1/auth/reset-password"", async (GenerateResetPasswordOTPRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/GenerateResetPasswordOTP/GenerateResetPasswordOTPEndPoint.cs"
"Auth and security","Auth","Authentication","Login","Workflow","POST","""/api/v1/auth/login"", async (LoginRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/Login/LoginEndPoint.cs"
"Auth and security","Auth","Authentication","RegisterUser","Workflow","POST","""/api/v1/auth/register"", async (RegisterUserRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/RegisterUser/RegisterUserEndPoint.cs"
"Auth and security","Auth","Authentication","ValidateRefreshToken","Workflow","POST","""/api/v1/auth/refresh-token"", async (RefreshTokenRequest request, ISender sender) =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Authentication/ValidateRefreshToken/RefreshTokenEndPoint.cs"
"Auth and security","Auth","IsAlive","IsAlive","View/List","GET","""/"", async () =>","","","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/IsAlive/IsAliveEndpoint.cs"
"Auth and security","Auth","Users","AssignRoleToUser","Workflow","POST","""/api/v1/auth/Users/AssignRole"", async (AssignRoleToUserRequest request, ISender sender) =>","PermissionList.UsersPermissions.Create","UsersPermissions.Create","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Users/AssignRoleToUser/AssignRoleToUserEndpoint.cs"
"Auth and security","Auth","Users","UnassignRoleFromUser","Workflow","POST","""/api/v1/auth/users/unassignRole"", async (UnassignRoleFromUserRequest request, ISender sender) =>","PermissionList.UsersPermissions.Delete","UsersPermissions.Delete","Page route reachable","/User/ForgetPassword","Needs manual confirmation","src/Modules/Auth/Auth/Users/Features/Users/UnassignRoleFromUser/UnassignRoleFromUserEndPoint.cs"
"Catalog and pricing","Catalog","Products","GetPublicStoreProductSkus","View/List","GET","""/api/v1/catalog/public/products/skus/filters"",","","","Page route reachable","/Warehouse/Product/Dashboard","Needs manual confirmation","src/Modules/Catalog/Catalog/Products/Features/Products/GetPublicStoreProductSkus/GetPublicStoreProductSkusEndpoint.cs"
"Catalog and pricing","Catalog","Products","GetPublicStoreProductSkus","View/List","GET","""/api/v1/catalog/public/products/skus"",","","","Page route reachable","/Warehouse/Product/Dashboard","Needs manual confirmation","src/Modules/Catalog/Catalog/Products/Features/Products/GetPublicStoreProductSkus/GetPublicStoreProductSkusEndpoint.cs"
"HR employees","Employee","Employees","GetPublicEmployeeView","Workflow","GET","$""{Utils.URL_PATTERN}/{Utils.Employee_Endpoint}/public-view/{{id:guid}}"", async (Guid id, ISender sender) =>","","","Page route reachable","/Employee/Dashboard","Needs manual confirmation","src/Modules/Employee/EmployeeModule/Employees/Features/Employees/GetPublicEmployeeView/GetPublicEmployeeViewEndpoint.cs"
"Inventory","Inventory","Inventories","CreateBatch","Workflow","POST","""/api/v1/inventory/inventories/batches"", async (CreateBatchRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create","InventoryPermissions.Create","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/CreateBatch/CreateBatchEndPoint.cs"
"Inventory","Inventory","Inventories","CreateInventory","Workflow","POST","""/api/inventory/inventories"", async (CreateInventoryRequest request, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/CreateInventory/CreateInventoryEndPoint.cs"
"Inventory","Inventory","Inventories","GetInventoryByWarehouseId","Workflow","GET","""/api/v1/inventory/inventories/{warehouseId:guid}"", async (Guid warehouseId, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/GetInventoryByWarehouseId/GetInventoryByWarehouseIdEndPoint.cs"
"Inventory","Inventory","Inventories","ReleaseReservedQuantity","Workflow","POST","""/api/v1/inventory/inventories/release-quantity"", async (ReleaseReservedQuantityRequest request, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReleaseReservedQuantity/ReleaseReservedQuantityEndPoint.cs"
"Inventory","Inventory","Inventories","RemoveBatch","Workflow","DELETE","""/api/inventory/inventories/{inventoryId:guid}/batches/{batchId:guid}"", async (Guid inventoryId, Guid batchId, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/RemoveBatch/RemoveBatchEndPoint.cs"
"Inventory","Inventory","Inventories","ReserveFIFO","Workflow","POST","""/api/inventory/inventories/{inventoryId:guid}/reserve-fifo"", async (ReserveFIFORequest request, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReserveFIFO/ReserveFIFOEndPoint.cs"
"Inventory","Inventory","Inventories","ReserveQuantity","Workflow","POST","""/api/v1/inventory/inventories/reserve-quantity"", async (ReserveQuantityRequest request, ISender sender) =>","","","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReserveQuantity/ReserveQuantityEndPoint.cs"
"Inventory","Inventory","Inventories","StockAdjustment","Workflow","POST","""/api/v1/inventory/inventories/StockAdjustment"", async (StockAdjustmentRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create, PermissionList.InventoryItemPermissions.Create","InventoryPermissions.Create","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockAdjustment/StockAdjustmentEndpoint.cs"
"Inventory","Inventory","Inventories","StockIn","Workflow","POST","""/api/v1/inventory/inventories/StockIn"", async (StockInRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create, PermissionList.InventoryItemPermissions.Create","InventoryPermissions.Create","Page route reachable","/Inventory/Dashboard","Needs manual confirmation","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockIn/StockInEndpoint.cs"
"Organization","Organization","Companies","CreateCompany","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async (CreateCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.Create","CompanyPermissions.Create","Page route reachable","/Organization/Dashboard","Needs manual confirmation","src/Modules/Organization/Organization/Organizations/Features/Companies/CreateCompany/CreateCompanyEndpoint.cs"
"Organization","Organization","Companies","DeleteCompany","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}""+""{id}"", async ([FromRoute] Guid id, ISender sender) =>","PermissionList.CompanyPermissions.Delete","CompanyPermissions.Delete","Page route reachable","/Organization/Dashboard","Needs manual confirmation","src/Modules/Organization/Organization/Organizations/Features/Companies/DeleteCompany/DeleteCompanyEndpoint.cs"
"Organization","Organization","Companies","UpdateCompany","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async (UpdateCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.Edit","CompanyPermissions.Edit","Page route reachable","/Organization/Dashboard","Needs manual confirmation","src/Modules/Organization/Organization/Organizations/Features/Companies/UpdateCompany/UpdateCompanyEndpoint.cs"
"Payroll","PayrollModule","Contracts","UpdateContract","Workflow","PUT","""/api/v1/payroll/contracts/{id}"", async (Guid id, UpdateContractRequest request, ISender sender) =>","","","Page route reachable","/Payroll/AssignContract","Needs manual confirmation","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/UpdateContract/UpdateContractEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","UndoSalaryRunsPeriod","Workflow","POST","""/api/v1/payroll/salary-runs/period/undo"", async (UndoSalaryRunsPeriodRequest request, ISender sender) =>","","","Page route reachable","/Payroll/AssignContract","Needs manual confirmation","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/UndoSalaryRunsPeriod/UndoSalaryRunsPeriodEndpoint.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","GET","$""{baseRoute}/{{id:guid}}"", async (Guid id, ISender sender) =>","permissions.View","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","PUT","$""{baseRoute}/{{id:guid}}"", async (Guid id, UpdateProcurementDocumentRequest request, ISender sender) =>","permissions.Edit","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","POST","baseRoute, async (CreateProcurementDocumentRequest request, ISender sender) =>","permissions.Create","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","GET","baseRoute, async (Guid? companyId, int? pageIndex, int? pageSize, string? searchText, ISender sender) =>","permissions.View","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","POST","$""{baseRoute}/{{id:guid}}/{action.Route}"", async (Guid id, ISender sender) =>","action.Permission","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","DELETE","$""{baseRoute}/{{id:guid}}"", async (Guid id, ISender sender) =>","permissions.Delete","","Page route reachable","/Procurement/Dashboard","Needs manual confirmation","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Sales, POS, and orders","SalesOrder","AddLine","AddLine","Workflow","POST","""/api/v1/SalesOrders/Order/{id}/AddLIne"",","PermissionList.SalesOrderPermissions.Create","SalesOrderPermissions.Create","Page route reachable","/Orders/Intakes/{Id:guid}","Needs manual confirmation","src/Modules/SalesOrder/SalesOrder/Orders/Features/AddLine/AddLineEndpoint.cs"
"Sales, POS, and orders","SalesOrder","CreateOrder","CreateOrder","Workflow","POST","""/api/v1/SalesOrders/Order"", async (CreateOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Create","SalesOrderPermissions.Create","Page route reachable","/Orders/Intakes/{Id:guid}","Needs manual confirmation","src/Modules/SalesOrder/SalesOrder/Orders/Features/CreateOrder/CreateOrderEndPoint.cs"
"Sales, POS, and orders","Cart","GetCartById","GetCartById","Workflow","GET","""/api/v1/cart/carts/{id}"", async (Guid id, ISender sender) =>","PermissionList.CartPermissions.View","CartPermissions.View","Page route reachable","/Orders/Intakes/{Id:guid}","Needs manual confirmation","src/Modules/Cart/Cart/Carts/Features/GetCartById/GetCartByIdEndpoint.cs"
"Sales, POS, and orders","Orders","SubmitOrderIntake","SubmitOrderIntake","Workflow","POST","""/api/v1/orders/intakes"", async (SubmitOrderIntakeRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.Create","OrderIntakePermissions.Create","Page route reachable","/Orders/Intakes/{Id:guid}","Needs manual confirmation","src/Modules/Orders/Orders/Orders/Features/SubmitOrderIntake/SubmitOrderIntakeEndpoint.cs"
"Task management","TaskManagement","GetTasks","GetTasks","View/List","GET","""/api/v1/taskmanagement/tasks"", async (","","","Page route reachable","/TaskManagement/Create","Needs manual confirmation","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetTasks/GetTasksEndpoint.cs"
