"TestId","Module","Entity","Function","ActionKind","UINavPathOrRoute","RequiredPermission","BackendAPIFunctionCovered","PreconditionsTestData","ManualSteps","ExpectedResult","NegativePermissionCase","LocalizationRtlCheck","Result","Evidence","Notes"
"UAT-0136","Sales, POS, and orders","Order","Return","Workflow","/Orders/Intakes/{Id:guid}","SalesOrders.Order.Return","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Order data where applicable.","Open /Orders/Intakes/{Id:guid}; create or select a record in the required status; execute the workflow action linked to SalesOrders.Order.Return; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without SalesOrders.Order.Return; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0126","Sales, POS, and orders","Order","Select","General","/SalesOrder/POS","SalesOrders.Order.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Order data where applicable.","Open /SalesOrder/POS; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Order page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without SalesOrders.Order.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0127","Sales, POS, and orders","Order","View","Workflow","/Sales/Dashboard","SalesOrders.Order.View","GET","Seeded company context, authorized test user, and valid Order data where applicable.","Open /Sales/Dashboard; create or select a record in the required status; execute the workflow action linked to SalesOrders.Order.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without SalesOrders.Order.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0137","Sales, POS, and orders","Order","ViewReports","Report/Dashboard","/Orders/Intakes","SalesOrders.Order.ViewReports","GET","Seeded company context, authorized test user, and valid Order data where applicable.","Open /Orders/Intakes; verify widgets/table load; apply available filters/date range; compare totals with source records; verify empty-state behavior with filters that return no data.","Dashboard/report data loads, filters correctly, and matches underlying transactional records.","Sign in as a user without SalesOrders.Order.ViewReports; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0281","Sales, POS, and orders","Order Intakes","Navigation/access","View/List","/Orders/Intakes","PermissionList.SalesOrderPermissions.ViewReports","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Order Intakes; verify route /Orders/Intakes loads without authorization or data errors.","Order Intakes is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0154","Sales, POS, and orders","Payment","Approve","Workflow","/Orders/Intakes/{Id:guid}","Payments.Payment.Approve","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Payments.Payment.Approve; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Payments.Payment.Approve; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0153","Sales, POS, and orders","Payment","Create","Create","/Orders/Intakes/{Id:guid}","Payments.Payment.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; click Add/New; enter valid required data; save; confirm success toast and new row/detail is visible; repeat with missing required data to verify validation.","Payment is created only with valid data, visible in the UI, and persisted after reload.","Sign in as a user without Payments.Payment.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0156","Sales, POS, and orders","Payment","Refund","General","/Orders/Intakes/{Id:guid}","Payments.Payment.Refund","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Payment page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Payments.Payment.Refund; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0155","Sales, POS, and orders","Payment","Reject","Workflow","/Orders/Intakes/{Id:guid}","Payments.Payment.Reject","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Payments.Payment.Reject; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Payments.Payment.Reject; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0151","Sales, POS, and orders","Payment","Select","General","/Orders/Intakes/{Id:guid}","Payments.Payment.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Payment page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Payments.Payment.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0152","Sales, POS, and orders","Payment","View","View/List","/Orders/Intakes/{Id:guid}","Payments.Payment.View","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Payment data where applicable.","Open /Orders/Intakes/{Id:guid}; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Payment page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Payments.Payment.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0279","Sales, POS, and orders","POS","Navigation/access","View/List","/SalesOrder/POS","PermissionList.SalesOrderPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click POS; verify route /SalesOrder/POS loads without authorization or data errors.","POS is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0351","Sales, POS, and orders","Purchase Orders","Navigation/access","View/List","/Procurement/purchase-orders","PermissionList.SupplierQuotationPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Purchase Orders; verify route /Procurement/purchase-orders loads without authorization or data errors.","Purchase Orders is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0282","Sales, POS, and orders","Sales Orders","Navigation/access","View/List","/Sales/Orders","PermissionList.OrderIntakePermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Sales Orders; verify route /Sales/Orders loads without authorization or data errors.","Sales Orders is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0243","Suppliers","Supplier","Create","Workflow","/Suppliers/Supplier/Form","Suppliers.Supplier.Create","POST","Seeded company context, authorized test user, and valid Supplier data where applicable.","Open /Suppliers/Supplier/Form; create or select a record in the required status; execute the workflow action linked to Suppliers.Supplier.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.Supplier.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0245","Suppliers","Supplier","Delete","Workflow","/Suppliers/Supplier/List","Suppliers.Supplier.Delete","DELETE","Seeded company context, authorized test user, and valid Supplier data where applicable.","Open /Suppliers/Supplier/List; create or select a record in the required status; execute the workflow action linked to Suppliers.Supplier.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.Supplier.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0244","Suppliers","Supplier","Edit","Workflow","/Suppliers/Supplier/View/{Id:guid}","Suppliers.Supplier.Edit","PUT","Seeded company context, authorized test user, and valid Supplier data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Suppliers.Supplier.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.Supplier.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0241","Suppliers","Supplier","Select","General","/Suppliers/Supplier/List","Suppliers.Supplier.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Supplier data where applicable.","Open /Suppliers/Supplier/List; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Supplier page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Suppliers.Supplier.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0242","Suppliers","Supplier","View","Workflow","/Suppliers/SupplierGroup/List","Suppliers.Supplier.View","GET","Seeded company context, authorized test user, and valid Supplier data where applicable.","Open /Suppliers/SupplierGroup/List; create or select a record in the required status; execute the workflow action linked to Suppliers.Supplier.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.Supplier.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0346","Suppliers","Supplier Groups","Navigation/access","View/List","/Suppliers/SupplierGroup/List","PermissionList.SupplierPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Supplier Groups; verify route /Suppliers/SupplierGroup/List loads without authorization or data errors.","Supplier Groups is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0354","Suppliers","Supplier Invoices","Navigation/access","View/List","/Procurement/supplier-invoices","PermissionList.PurchaseReturnPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Supplier Invoices; verify route /Procurement/supplier-invoices loads without authorization or data errors.","Supplier Invoices is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0350","Suppliers","Supplier Quotations","Navigation/access","View/List","/Procurement/supplier-quotations","PermissionList.RequestForQuotationPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Supplier Quotations; verify route /Procurement/supplier-quotations loads without authorization or data errors.","Supplier Quotations is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0238","Suppliers","SupplierGroup","Create","Workflow","/Suppliers/SupplierGroup/List","Suppliers.SupplierGroup.Create","POST","Seeded company context, authorized test user, and valid SupplierGroup data where applicable.","Open /Suppliers/SupplierGroup/List; create or select a record in the required status; execute the workflow action linked to Suppliers.SupplierGroup.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.SupplierGroup.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0240","Suppliers","SupplierGroup","Delete","Workflow","/Suppliers/SupplierGroup/List","Suppliers.SupplierGroup.Delete","DELETE","Seeded company context, authorized test user, and valid SupplierGroup data where applicable.","Open /Suppliers/SupplierGroup/List; create or select a record in the required status; execute the workflow action linked to Suppliers.SupplierGroup.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.SupplierGroup.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0239","Suppliers","SupplierGroup","Edit","Workflow","/Suppliers/SupplierGroup/List","Suppliers.SupplierGroup.Edit","PUT","Seeded company context, authorized test user, and valid SupplierGroup data where applicable.","Open /Suppliers/SupplierGroup/List; create or select a record in the required status; execute the workflow action linked to Suppliers.SupplierGroup.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.SupplierGroup.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0236","Suppliers","SupplierGroup","Select","General","/Suppliers/Supplier/View/{Id:guid}","Suppliers.SupplierGroup.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierGroup data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","SupplierGroup page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Suppliers.SupplierGroup.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0237","Suppliers","SupplierGroup","View","Workflow","/Suppliers/SupplierGroup/List","Suppliers.SupplierGroup.View","GET","Seeded company context, authorized test user, and valid SupplierGroup data where applicable.","Open /Suppliers/SupplierGroup/List; create or select a record in the required status; execute the workflow action linked to Suppliers.SupplierGroup.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Suppliers.SupplierGroup.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0216","Suppliers","SupplierInvoice","Approve","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Approve","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Approve; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Approve; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0217","Suppliers","SupplierInvoice","Cancel","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Cancel","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Cancel; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Cancel; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0218","Suppliers","SupplierInvoice","Close","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Close","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Close; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Close; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0213","Suppliers","SupplierInvoice","Create","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0215","Suppliers","SupplierInvoice","Delete","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Delete","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0214","Suppliers","SupplierInvoice","Edit","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Edit","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0211","Suppliers","SupplierInvoice","Select","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.Select; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0212","Suppliers","SupplierInvoice","View","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierInvoice.View","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierInvoice data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierInvoice.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierInvoice.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0185","Suppliers","SupplierQuotation","Approve","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Approve","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierQuotation.Approve; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierQuotation.Approve; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0182","Suppliers","SupplierQuotation","Create","Create","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; click Add/New; enter valid required data; save; confirm success toast and new row/detail is visible; repeat with missing required data to verify validation.","SupplierQuotation is created only with valid data, visible in the UI, and persisted after reload.","Sign in as a user without Procurement.SupplierQuotation.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0184","Suppliers","SupplierQuotation","Delete","Delete","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Delete","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; select a disposable test record; choose Delete/Remove; confirm dialog; verify record is removed or marked inactive and cannot be selected where inappropriate.","SupplierQuotation deletion/removal follows the product rule and no deleted item remains actionable.","Sign in as a user without Procurement.SupplierQuotation.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0183","Suppliers","SupplierQuotation","Edit","Edit","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Edit","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; select an existing record; edit allowed fields; save; verify success toast and persisted changes after refresh.","SupplierQuotation changes are saved, reloaded correctly, and validation prevents invalid updates.","Sign in as a user without Procurement.SupplierQuotation.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0186","Suppliers","SupplierQuotation","Reject","Workflow","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Reject","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; create or select a record in the required status; execute the workflow action linked to Procurement.SupplierQuotation.Reject; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Procurement.SupplierQuotation.Reject; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0180","Suppliers","SupplierQuotation","Select","General","/Suppliers/Supplier/View/{Id:guid}","Procurement.SupplierQuotation.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Suppliers/Supplier/View/{Id:guid}; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","SupplierQuotation page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Procurement.SupplierQuotation.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0181","Suppliers","SupplierQuotation","View","View/List","/Procurement/purchase-orders","Procurement.SupplierQuotation.View","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid SupplierQuotation data where applicable.","Open /Procurement/purchase-orders; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","SupplierQuotation page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Procurement.SupplierQuotation.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0345","Suppliers","Suppliers","Navigation/access","View/List","/Suppliers/Supplier/List","PermissionList.SupplierPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Suppliers; verify route /Suppliers/Supplier/List loads without authorization or data errors.","Suppliers is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0359","Task management","Kanban Board","Navigation/access","View/List","/TaskManagement/Kanban","PermissionList.TaskManagementPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Kanban Board; verify route /TaskManagement/Kanban loads without authorization or data errors.","Kanban Board is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0356","Task management","My Tasks","Navigation/access","View/List","/TaskManagement/MyTasks","PermissionList.TaskManagementPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click My Tasks; verify route /TaskManagement/MyTasks loads without authorization or data errors.","My Tasks is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0357","Task management","Notifications","Navigation/access","View/List","/TaskManagement/Notifications","PermissionList.TaskManagementPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Notifications; verify route /TaskManagement/Notifications loads without authorization or data errors.","Notifications is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0360","Task management","Reports","Navigation/access","View/List","/TaskManagement/Reports","PermissionList.TaskManagementPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Reports; verify route /TaskManagement/Reports loads without authorization or data errors.","Reports is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
